customer_id,orders,total_spend,avg_order_value,max_qty,return_rate,avg_discount,active_days,n_provinces,anomaly_score,iso_flag,flag_velocity,flag_return_abuse,flag_multi_province,flag_high_value_outlier,risk_flags
700976,14,21277.72,1519.84,5,0.071,3.6,433,5,1,1,0,0,1,1,2
165503,7,12125.1,1732.16,5,0.143,7.9,256,4,1,1,0,0,1,1,2
91677,8,11122.98,1390.37,5,0.125,6.3,221,5,-1,0,0,0,1,1,2
389672,7,10201.97,1457.42,5,0.0,7.9,247,4,1,1,0,0,1,1,2
534601,6,3302.35,550.39,2,0.5,9.2,204,4,1,1,0,1,1,0,2
85841,12,18282.62,1523.55,5,0.0,7.9,379,6,1,1,0,0,1,1,2
406149,7,10669.49,1524.21,5,0.0,5.7,394,4,1,1,0,0,1,1,2
647854,10,20931.15,2093.12,4,0.1,7.0,477,5,1,1,0,0,1,1,2
581311,6,9466.41,1577.74,5,0.0,6.7,368,4,1,1,0,0,1,1,2
702652,8,11315.64,1414.46,4,0.0,10.6,422,4,1,1,0,0,1,1,2
33033,9,5085.38,565.04,2,0.444,3.3,426,5,-1,0,0,1,1,0,2
545001,9,16719.96,1857.77,5,0.0,5.0,324,6,1,1,0,0,1,1,2
330867,11,16390.66,1490.06,5,0.091,8.6,434,5,1,1,0,0,1,1,2
19229,10,16051.28,1605.13,5,0.0,6.5,421,6,1,1,0,0,1,1,2
721168,5,8387.01,1677.4,4,0.0,11.0,206,5,1,1,0,0,1,1,2
414817,7,10182.88,1454.7,5,0.0,7.1,213,5,-1,0,0,0,1,1,2
689375,8,6802.7,850.34,5,0.5,4.4,241,4,1,1,0,1,1,0,2
562073,9,12518.99,1391.0,5,0.222,3.3,454,6,1,1,0,0,1,1,2
785144,13,18560.59,1427.74,4,0.0,8.1,350,7,1,1,0,0,1,1,2
473293,11,16723.89,1520.35,5,0.0,6.4,338,6,1,1,0,0,1,1,2
238764,8,5096.6,637.08,5,0.5,6.3,348,4,-1,0,0,1,1,0,2
36194,5,6995.24,1399.05,4,0.0,13.0,352,4,1,1,0,0,1,1,2
67769,7,3181.9,454.56,2,0.429,10.0,181,6,1,1,0,1,1,0,2
12017,12,18542.99,1545.25,5,0.083,7.9,331,7,1,1,0,0,1,1,2
665947,8,12851.9,1606.49,5,0.0,8.8,274,6,1,1,0,0,1,1,2
536126,12,5728.27,477.36,3,0.417,5.8,413,5,-1,0,0,1,1,0,2
496827,8,11372.83,1421.6,5,0.0,3.8,268,4,1,1,0,0,1,1,2
168800,7,4179.68,597.1,3,0.429,10.0,325,4,-1,0,0,1,1,0,2
613779,8,3829.95,478.74,1,0.5,6.3,365,4,1,1,0,1,1,0,2
146331,12,6809.48,567.46,5,0.417,7.1,385,5,-1,0,0,1,1,0,2
154200,12,16942.2,1411.85,5,0.167,5.4,375,7,1,1,0,0,1,1,2
312992,7,3576.93,510.99,3,0.429,9.3,369,4,-1,0,0,1,1,0,2
352656,9,13255.1,1472.79,5,0.111,5.0,247,4,1,1,0,0,1,1,2
195967,9,8223.38,913.71,5,0.444,10.0,398,6,1,1,0,1,1,0,2
292026,7,10964.19,1566.31,5,0.0,8.6,382,5,1,1,0,0,1,1,2
198220,7,4099.79,585.68,3,0.429,7.1,334,5,-1,0,0,1,1,0,2
383399,7,10041.92,1434.56,4,0.143,2.9,318,4,1,1,0,0,1,1,2
492126,7,12507.32,1786.76,3,0.0,9.3,194,4,1,1,0,0,1,1,2
36855,7,9997.47,1428.21,5,0.0,15.0,361,4,1,1,0,0,1,1,2
296086,8,12663.39,1582.92,5,0.125,6.3,364,6,1,1,0,0,1,1,2
553944,18,26139.82,1452.21,5,0.056,5.3,278,6,1,1,0,0,1,1,2
42650,10,15226.15,1522.62,5,0.1,5.0,371,4,1,1,0,0,1,1,2
357220,7,3370.41,481.49,2,0.429,6.4,216,4,-1,0,0,1,1,0,2
532539,7,3865.31,552.19,2,0.429,4.3,298,4,1,1,0,1,1,0,2
207497,7,11860.92,1694.42,5,0.0,9.3,283,5,1,1,0,0,1,1,2
158406,10,7129.2,712.92,5,0.5,9.0,258,6,-1,0,0,1,1,0,2
240051,9,12967.7,1440.86,4,0.222,4.4,342,7,1,1,0,0,1,1,2
796050,7,3263.88,466.27,4,0.429,5.7,346,4,-1,0,0,1,1,0,2
53408,11,20342.09,1849.28,5,0.0,5.9,360,5,1,1,0,0,1,1,2
710265,7,4821.99,688.86,4,0.429,5.0,173,4,1,1,0,1,1,0,2
6084,9,12825.88,1425.1,3,0.0,3.9,277,4,1,1,0,0,1,1,2
788675,8,11900.38,1487.55,5,0.0,8.1,318,7,1,1,0,0,1,1,2
609277,7,9874.67,1410.67,4,0.0,7.1,369,5,-1,0,0,0,1,1,2
44265,9,16731.85,1859.09,3,0.111,3.9,389,5,1,1,0,0,1,1,2
261650,7,9973.01,1424.72,4,0.0,1.4,380,5,1,1,0,0,1,1,2
597134,9,4808.26,534.25,3,0.444,10.0,401,7,-1,0,0,1,1,0,2
162987,12,7823.38,651.95,3,0.417,9.2,415,6,-1,0,0,1,1,0,2
366562,8,11349.16,1418.65,5,0.0,6.3,398,4,1,1,0,0,1,1,2
436668,7,11962.42,1708.92,4,0.0,2.9,413,6,1,1,0,0,1,1,2
449001,8,4078.23,509.78,5,0.5,5.6,403,5,-1,0,0,1,1,0,2
87694,6,10505.93,1750.99,5,0.167,2.5,329,4,1,1,0,0,1,1,2
723543,11,15748.99,1431.73,5,0.0,5.0,411,5,1,1,0,0,1,1,2
98195,8,13244.03,1655.5,5,0.125,5.6,323,4,1,1,0,0,1,1,2
18477,13,5833.54,448.73,5,0.462,6.2,394,7,-1,0,0,1,1,0,2
361998,12,17263.9,1438.66,4,0.083,10.4,466,6,1,1,0,0,1,1,2
571577,12,5616.07,468.01,4,0.417,10.0,302,5,-1,0,0,1,1,0,2
672496,3,5166.65,1722.22,5,0.667,11.7,61,3,1,1,0,1,0,1,2
504621,8,12093.27,1511.66,5,0.125,9.4,385,4,1,1,0,0,1,1,2
305576,6,12300.1,2050.02,4,0.0,3.3,293,4,1,1,0,0,1,1,2
612953,7,5036.8,719.54,3,0.429,10.7,275,5,-1,0,0,1,1,0,2
154386,10,16294.83,1629.48,5,0.1,3.0,271,6,1,1,0,0,1,1,2
340895,8,3675.84,459.48,2,0.5,7.5,465,5,-1,0,0,1,1,0,2
324820,7,6162.1,880.3,5,0.429,15.0,346,4,1,1,0,1,1,0,2
484223,16,27262.04,1703.88,5,0.125,7.8,323,6,1,1,0,0,1,1,2
82225,6,3061.69,510.28,4,0.5,4.2,327,5,1,1,0,1,1,0,2
160591,6,4966.57,827.76,3,0.5,9.2,130,4,1,1,0,1,1,0,2
85778,6,3644.93,607.49,3,0.667,3.3,308,4,1,1,0,1,1,0,2
67374,11,15635.0,1421.36,5,0.091,8.2,407,6,1,1,0,0,1,1,2
519692,6,8674.38,1445.73,4,0.0,10.8,190,4,1,1,0,0,1,1,2
636832,8,11484.44,1435.56,4,0.125,6.3,325,5,-1,0,0,0,1,1,2
414607,7,10001.92,1428.85,3,0.0,1.4,302,6,1,1,0,0,1,1,2
619988,9,13072.82,1452.54,5,0.111,5.6,387,5,1,1,0,0,1,1,2
645506,13,20308.87,1562.22,5,0.077,4.6,385,4,1,1,0,0,1,1,2
585606,8,19526.17,2440.77,3,0.125,6.9,322,4,1,1,0,0,1,1,2
549747,6,16822.07,2803.68,5,0.167,6.7,158,6,1,1,0,0,1,1,2
615997,7,10021.15,1431.59,3,0.0,5.0,457,6,1,1,0,0,1,1,2
579972,11,5993.22,544.84,4,0.455,8.2,424,4,-1,0,0,1,1,0,2
551811,11,16824.23,1529.48,4,0.0,9.5,273,5,1,1,0,0,1,1,2
714048,10,15157.89,1515.79,5,0.1,8.0,428,5,1,1,0,0,1,1,2
276318,5,6951.67,1390.33,5,0.0,5.0,244,4,1,1,0,0,1,1,2
373548,7,11735.43,1676.49,5,0.0,5.0,228,4,1,1,0,0,1,1,2
196674,7,10161.94,1451.71,5,0.143,8.6,261,4,1,1,0,0,1,1,2
309590,9,13201.93,1466.88,3,0.111,3.3,411,4,1,1,0,0,1,1,2
80035,9,13179.62,1464.4,3,0.111,7.2,350,5,1,1,0,0,1,1,2
595213,7,4026.77,575.25,2,0.429,10.7,408,4,1,1,0,1,1,0,2
131438,10,14481.47,1448.15,5,0.0,1.5,459,7,1,1,0,0,1,1,2
568896,13,20635.95,1587.38,5,0.0,4.6,471,7,1,1,0,0,1,1,2
112892,24,33368.13,1390.34,5,0.042,6.9,508,8,1,1,0,0,1,1,2
389802,6,9109.76,1518.29,4,0.167,4.2,290,4,1,1,0,0,1,1,2
347534,8,11317.58,1414.7,5,0.125,8.8,450,5,1,1,0,0,1,1,2
141295,17,24809.7,1459.39,5,0.118,8.2,490,5,1,1,0,0,1,1,2
22609,9,13470.62,1496.74,5,0.111,8.9,383,4,1,1,0,0,1,1,2
666980,13,19249.04,1480.7,5,0.0,8.8,354,6,1,1,0,0,1,1,2
124271,10,14643.24,1464.32,5,0.1,12.5,448,4,1,1,0,0,1,1,2
425129,8,15818.94,1977.37,5,0.0,6.9,384,5,1,1,0,0,1,1,2
691256,11,17166.61,1560.6,5,0.091,1.4,339,5,1,1,0,0,1,1,2
432688,6,9675.41,1612.57,3,0.0,5.0,479,4,1,1,0,0,1,1,2
736260,6,17492.55,2915.43,5,0.0,6.7,203,4,1,1,0,0,1,1,2
204856,12,19894.61,1657.88,5,0.0,8.3,392,6,1,1,0,0,1,1,2
281649,14,10020.33,715.74,4,0.429,6.8,414,5,-1,0,0,1,1,0,2
677109,7,17630.97,2518.71,5,0.0,5.7,255,4,1,1,0,0,1,1,2
727781,8,13043.81,1630.48,5,0.0,10.0,257,6,1,1,0,0,1,1,2
575011,7,11389.76,1627.11,5,0.0,9.3,315,5,1,1,0,0,1,1,2
798688,8,11136.95,1392.12,5,0.125,11.3,212,5,1,1,0,0,1,1,2
175074,13,19138.77,1472.21,5,0.154,8.5,287,5,1,1,0,0,1,1,2
257603,5,8592.85,1718.57,4,0.0,12.0,286,5,1,1,0,0,1,1,2
878,4,2405.85,601.46,3,0.5,7.5,317,4,1,1,0,1,1,0,2
91990,12,5883.22,490.27,3,0.417,8.3,402,7,-1,0,0,1,1,0,2
499405,7,10774.94,1539.28,5,0.0,3.6,181,4,1,1,0,0,1,1,2
382042,7,5206.25,743.75,3,0.429,4.3,428,6,1,1,0,1,1,0,2
51087,7,11069.63,1581.38,5,0.143,7.1,327,4,1,1,0,0,1,1,2
217853,9,4170.31,463.37,2,0.444,12.2,474,6,1,1,0,1,1,0,2
471661,10,14400.73,1440.07,5,0.2,11.0,422,5,1,1,0,0,1,1,2
85305,8,12518.54,1564.82,5,0.25,9.4,458,4,1,1,0,0,1,1,2
774394,7,5081.27,725.9,4,0.429,3.6,348,4,1,1,0,1,1,0,2
24538,10,15170.17,1517.02,5,0.1,11.0,305,6,1,1,0,0,1,1,2
23030,6,3545.63,590.94,3,0.5,3.3,429,4,1,1,0,1,1,0,2
785910,4,5962.31,1490.58,4,0.0,1.3,368,4,1,1,0,0,1,1,2
35281,5,9087.54,1817.51,5,0.0,8.0,311,4,1,1,0,0,1,1,2
179023,8,11478.01,1434.75,4,0.0,8.1,360,4,1,1,0,0,1,1,2
180864,8,11125.16,1390.65,5,0.125,3.8,358,4,1,1,0,0,1,1,2
736131,11,15904.58,1445.87,3,0.0,3.6,388,6,1,1,0,0,1,1,2
643376,7,4427.61,632.52,3,0.429,5.0,356,4,-1,0,0,1,1,0,2
260339,11,6729.3,611.75,5,0.636,9.1,427,6,-1,0,0,1,1,0,2
159364,15,23883.92,1592.26,5,0.0,9.7,350,5,1,1,0,0,1,1,2
334816,11,15484.58,1407.69,5,0.182,7.7,302,4,1,1,0,0,1,1,2
274678,12,19213.56,1601.13,5,0.083,6.3,372,7,1,1,0,0,1,1,2
351760,6,9573.56,1595.59,5,0.0,7.5,320,4,1,1,0,0,1,1,2
394047,2,3184.01,1592.01,3,0.5,12.5,89,2,1,1,0,1,0,1,2
594008,9,13360.24,1484.47,5,0.111,8.9,325,5,1,1,0,0,1,1,2
156957,7,4199.8,599.97,3,0.429,7.1,314,4,-1,0,0,1,1,0,2
221613,10,19538.85,1953.89,5,0.0,6.0,450,5,1,1,0,0,1,1,2
185516,12,8080.41,673.37,3,0.417,8.8,437,4,-1,0,0,1,1,0,2
229796,7,10217.0,1459.57,4,0.143,7.9,160,5,-1,0,0,0,1,1,2
406858,7,4839.19,691.31,3,0.429,2.1,406,4,1,1,0,1,1,0,2
425893,14,19915.84,1422.56,5,0.0,12.5,353,6,1,1,0,0,1,1,2
521182,15,24530.4,1635.36,5,0.067,9.0,415,7,1,1,0,0,1,1,2
275418,7,6661.89,951.7,5,0.429,7.9,386,5,1,1,0,1,1,0,2
193889,13,29800.78,2292.37,5,0.0,10.4,429,6,1,1,0,0,1,1,2
8328,12,8963.79,746.98,4,0.417,7.9,391,6,-1,0,0,1,1,0,2
135439,9,13526.7,1502.97,5,0.222,11.7,366,5,1,1,0,0,1,1,2
