customer_id,signup,orders,revenue,aov,recency_days,tenure_days,months_active,loyalty,lifecycle_stage,churned,monthly_value,expected_lifetime_months,clv
50,2026-03,16,3470.84,216.93,23,91,3,0.342,Active,0,1156.9466666666667,20.21018593371059,23382.11
51,2025-09,73,84037.29,1151.2,17,273,9,0.86,Active,0,9337.476666666666,48.0,448198.88
52,2025-12,11,3257.4,296.13,13,182,6,0.605,Active,0,542.9,29.673590504451038,16109.79
53,2026-02,14,1647.23,117.66,13,121,4,0.442,Active,0,411.8075,22.999080036798524,9471.19
54,2026-04,3,1128.29,376.1,1,60,2,0.344,Active,0,564.145,20.25931928687196,11429.19
55,2025-11,10,1436.52,143.65,97,121,4,0.449,At Risk,0,359.13,23.223409196470044,8340.22
56,2025-12,7,4286.72,612.39,50,151,5,0.242,Active,0,857.344,18.02451333813987,15453.21
57,2025-08,12,5975.03,497.92,222,91,3,0.316,Dormant,1,1991.6766666666665,19.592476489028215,39021.88
58,2025-01,22,7459.31,339.06,30,486,16,0.756,Active,0,466.206875,40.58441558441559,18920.73
59,2025-04,37,12442.66,336.29,17,425,14,0.435,Active,0,888.7614285714286,22.779043280182236,20245.14
60,2025-03,2,1437.88,718.94,453,30,1,0.232,Churned,1,1437.88,17.83166904422254,25639.8
61,2026-02,4,4993.23,1248.31,1,121,4,0.104,Active,0,1248.3075,15.683814303638645,19578.22
62,2025-03,75,11325.95,151.01,30,456,15,0.101,Active,0,755.0633333333334,15.639662183296842,11808.94
63,2025-04,5,1935.8,387.16,110,334,11,0.102,At Risk,0,175.98181818181817,15.654351909830934,2754.88
64,2025-05,10,2768.54,276.85,28,395,13,0.161,Active,0,212.96461538461537,16.572754391779913,3529.41
65,2026-01,10,3842.12,384.21,3,152,5,0.252,Active,0,768.424,18.221574344023324,14001.9
66,2025-06,46,28263.58,614.43,13,364,12,0.111,Active,0,2355.2983333333336,15.787811809283236,37185.01
67,2025-09,24,10997.59,458.23,65,212,7,0.711,At Risk,0,1571.0842857142857,36.5764447695684,57464.68
68,2026-01,9,2817.85,313.09,26,152,5,0.517,Active,0,563.5699999999999,25.65418163160595,14457.93
69,2025-10,12,5987.44,498.95,4,243,8,0.269,Active,0,748.43,18.56665428889714,13895.84
70,2025-09,62,31238.01,503.84,11,273,9,0.725,Active,0,3470.89,37.73584905660377,130976.98
71,2025-07,10,2778.41,277.84,278,60,2,0.168,Churned,1,1389.205,16.688918558077436,23184.33
72,2026-05,8,4559.46,569.93,7,30,1,0.582,Active,0,4559.46,28.506271379703534,129973.2
73,2025-04,7,6244.12,892.02,11,425,14,0.391,Active,0,446.00857142857143,21.486892995272886,9583.34
74,2026-03,2,1475.71,737.86,26,91,3,0.358,New,0,491.90333333333336,20.610057708161584,10138.16
75,2025-04,7,4130.77,590.11,363,91,3,0.637,Churned,1,1376.9233333333334,31.466331025802397,43326.73
76,2025-09,53,28276.08,533.51,14,273,9,0.652,Active,0,3141.786666666667,32.38341968911917,101741.8
77,2025-12,49,39154.16,799.06,17,182,6,0.843,Active,0,6525.693333333334,48.0,313233.28
78,2025-06,13,2991.37,230.11,25,364,12,0.174,Active,0,249.28083333333333,16.789791806581597,4185.37
79,2025-05,6,2941.06,490.18,1,395,13,0.251,Active,0,226.23538461538462,18.20167455405897,4117.86
80,2025-04,39,11664.43,299.09,29,425,14,0.449,Active,0,833.1735714285714,23.223409196470044,19349.13
81,2025-01,25,15941.66,637.67,22,516,17,0.438,Active,0,937.744705882353,22.872827081427264,21448.87
82,2025-05,20,13783.21,689.16,282,121,4,0.292,Churned,1,3445.8025,19.054878048780488,65659.35
83,2025-04,43,9855.77,229.2,16,425,14,0.644,Active,0,703.9835714285715,31.887755102040817,22448.46
84,2025-12,5,1576.67,315.33,103,91,3,0.551,At Risk,0,525.5566666666667,27.07092582566324,14227.31
85,2026-05,1,1515.72,1515.72,18,30,1,0.542,New,0,1515.72,26.680896478121664,40440.77
86,2025-01,21,4274.14,203.53,320,212,7,0.483,Churned,1,610.5914285714287,24.378352023403217,14885.21
87,2026-01,31,25955.8,837.28,10,151,5,0.508,Active,0,5191.16,25.303643724696357,131355.26
88,2025-08,35,15848.54,452.82,84,243,8,0.737,At Risk,0,1981.0675,38.789759503491084,76845.13
89,2025-11,12,13646.02,1137.17,20,212,7,0.169,Active,0,1949.4314285714286,16.70564650851988,32566.51
90,2026-06,1,771.32,771.32,0,26,1,0.374,New,0,771.32,21.026072329688816,16217.83
91,2025-08,32,11820.89,369.4,25,304,10,0.601,Active,0,1182.089,29.463759575721863,34828.79
92,2025-03,16,4654.48,290.9,26,456,15,0.173,Active,0,310.29866666666663,16.77289500167729,5204.61
93,2026-03,12,7425.0,618.75,13,91,3,0.581,Active,0,2475.0,28.457598178713713,70432.56
94,2026-04,1,801.18,801.18,5,60,2,0.135,New,0,400.59,16.155088852988694,6471.57
95,2025-05,5,2686.97,537.39,251,152,5,0.177,Churned,1,537.394,16.840687100033684,9050.08
96,2025-11,10,1975.4,197.54,19,212,7,0.273,Active,0,282.2,18.649757553151808,5262.96
97,2025-12,7,3186.85,455.26,144,60,2,0.492,Dormant,1,1593.425,24.703557312252965,39363.27
98,2025-03,32,15442.78,482.59,21,455,15,0.356,Active,0,1029.5186666666666,20.559210526315788,21166.09
99,2025-01,34,16342.76,480.67,175,364,12,0.111,Dormant,1,1361.8966666666668,15.787811809283236,21501.37
100,2025-01,7,2828.91,404.13,352,182,6,0.296,Churned,1,471.48499999999996,19.142419601837673,9025.36
101,2025-12,39,6614.88,169.61,15,182,6,0.625,Active,0,1102.48,30.769230769230766,33922.46
102,2025-11,17,15064.49,886.15,30,182,6,0.737,Active,0,2510.7483333333334,38.789759503491084,97391.32
103,2026-06,8,3813.83,476.73,0,20,1,0.859,Active,0,3813.83,48.0,183063.84
104,2025-11,41,11350.47,276.84,10,212,7,0.528,Active,0,1621.4957142857143,26.096033402922757,42314.61
105,2026-01,6,2898.62,483.1,11,152,5,0.168,Active,0,579.7239999999999,16.688918558077436,9674.97
106,2025-09,6,3439.5,573.25,81,212,7,0.294,At Risk,0,491.35714285714283,19.09854851031322,9384.21
107,2025-02,95,47442.64,499.4,18,486,16,0.674,Active,0,2965.165,33.82949932341002,100310.05
108,2025-07,20,9500.46,475.02,30,334,11,0.27,Active,0,863.6781818181818,18.587360594795538,16053.5
109,2025-11,8,738.28,92.28,14,212,7,0.373,Active,0,105.46857142857142,20.999580008399832,2214.8
110,2026-01,4,4081.45,1020.36,21,152,5,0.457,Active,0,816.29,23.485204321277596,19170.74
111,2025-06,100,28464.36,284.64,10,364,12,0.241,Active,0,2372.03,18.005041411595247,42708.5
112,2025-03,47,16576.58,352.69,21,456,15,0.395,Active,0,1105.1053333333334,21.598272138228943,23868.37
113,2026-05,7,4664.54,666.36,19,30,1,0.718,Active,0,4664.54,37.147102526002975,173274.15
114,2025-05,4,1040.41,260.1,26,395,13,0.689,Active,0,80.03153846153847,34.89183531053733,2792.45
115,2025-01,42,4861.36,115.75,20,516,17,0.832,Active,0,285.96235294117645,48.0,13726.19
116,2025-08,52,24675.88,474.54,20,304,10,0.604,Active,0,2467.588,29.620853080568722,73092.06
117,2025-01,22,5645.02,256.59,23,516,17,0.448,Active,0,332.06,23.191094619666046,7700.83
118,2025-12,9,4532.11,503.57,9,182,6,0.382,Active,0,755.3516666666666,21.240441801189466,16044.0
119,2025-02,16,9220.59,576.29,8,486,16,0.7,Active,0,576.286875,35.71428571428571,20581.67
120,2025-06,27,17300.71,640.77,195,182,6,0.112,Dormant,1,2883.4516666666664,15.802781289506953,45566.56
121,2025-07,1,457.37,457.37,332,30,1,0.271,Churned,1,457.37,18.608113137327877,8510.79
122,2026-01,8,27450.72,3431.34,5,152,5,0.216,Active,0,5490.144,17.53155680224404,96250.77
123,2026-04,7,858.83,122.69,9,60,2,0.683,Active,0,429.415,34.45899379738112,14797.21
124,2026-01,9,4891.79,543.53,29,151,5,0.47,Active,0,978.358,23.923444976076553,23405.69
125,2025-11,4,2731.5,682.88,150,91,3,0.074,Dormant,1,910.5,15.253203172666261,13888.04
126,2025-05,39,17725.56,454.5,27,395,13,0.328,Active,0,1363.5046153846156,19.87281399046105,27096.67
127,2025-12,17,4941.59,290.68,6,182,6,0.764,Active,0,823.5983333333334,41.39072847682119,34089.33
128,2026-02,15,2995.51,199.7,25,121,4,0.399,Active,0,748.8775,21.710811984368217,16258.74
129,2025-01,12,5463.33,455.28,188,334,11,0.659,Dormant,1,496.66636363636366,32.829940906106366,16305.53
130,2025-11,19,5913.52,311.24,21,212,7,0.498,Active,0,844.7885714285715,24.925224327018945,21056.54
131,2025-04,10,3340.54,334.05,26,425,14,0.67,Active,0,238.60999999999999,33.557046979865774,8007.05
132,2025-02,74,57125.78,771.97,12,486,16,0.366,Active,0,3570.36125,20.815986677768528,74320.59
133,2025-07,8,4552.53,569.07,128,212,7,0.433,Dormant,1,650.3614285714285,22.71694684234439,14774.23
134,2026-03,14,3889.72,277.84,25,91,3,0.541,Active,0,1296.5733333333333,26.63825253063399,34538.45
135,2025-12,25,15678.93,627.16,55,151,5,0.236,Active,0,3135.786,17.908309455587393,56156.63
136,2026-04,11,12648.31,1149.85,4,60,2,0.649,Active,0,6324.155,32.195750160978754,203610.91
137,2026-02,5,1154.9,230.98,19,121,4,0.125,Active,0,288.725,16.0,4619.6
138,2025-07,18,4118.41,228.8,29,334,11,0.457,Active,0,374.40090909090907,23.485204321277596,8792.88
139,2025-11,43,13619.0,316.72,23,212,7,0.763,Active,0,1945.5714285714287,41.28819157720892,80329.13
140,2025-06,41,8672.56,211.53,23,364,12,0.689,Active,0,722.7133333333333,34.89183531053733,25216.79
141,2025-05,7,4900.3,700.04,122,273,9,0.041,Dormant,1,544.4777777777778,14.80604086467279,8061.56
142,2025-12,47,25950.25,552.13,71,121,4,0.366,At Risk,0,6487.5625,20.815986677768528,135045.01
143,2025-04,77,74617.11,969.05,24,425,14,0.06,Active,0,5329.793571428571,15.060240963855424,80267.98
144,2025-08,16,5592.44,349.53,17,304,10,0.305,Active,0,559.2439999999999,19.342359767891683,10817.1
145,2025-08,14,10264.79,733.2,167,151,5,0.253,Dormant,1,2052.958,18.24151769427216,37449.07
146,2025-10,5,3431.93,686.39,29,243,8,0.375,Active,0,428.99125,21.05263157894737,9031.39
147,2025-05,63,35038.7,556.17,12,395,13,0.62,Active,0,2695.2846153846153,30.487804878048777,82173.31
148,2025-05,35,74097.96,2117.08,26,395,13,0.296,Active,0,5699.843076923077,19.142419601837673,109108.79
149,2026-02,18,12115.62,673.09,14,121,4,0.708,Active,0,3028.905,36.337209302325576,110061.95
150,2025-09,22,6933.12,315.14,3,273,9,0.541,Active,0,770.3466666666667,26.63825253063399,20520.69
151,2026-04,9,3031.28,336.81,3,60,2,0.663,Active,0,1515.64,33.09066843150232,50153.54
152,2025-09,26,11382.49,437.79,13,273,9,0.458,Active,0,1264.721111111111,23.518344308560675,29744.15
153,2026-03,1,396.21,396.21,20,91,3,0.491,New,0,132.07,24.666995559940798,3257.77
154,2026-03,5,4327.91,865.58,23,91,3,0.169,Active,0,1442.6366666666665,16.70564650851988,24100.18
155,2025-03,5,746.66,149.33,24,456,15,0.382,Active,0,49.77733333333333,21.240441801189466,1057.29
156,2026-03,8,3770.85,471.36,15,91,3,0.636,Active,0,1256.95,31.407035175879397,39477.07
157,2026-03,1,425.83,425.83,29,91,3,0.705,New,0,141.94333333333333,36.10108303249097,5124.31
158,2025-12,17,15544.49,914.38,27,182,6,0.381,Active,0,2590.7483333333334,21.213406873143825,54958.6
159,2025-01,17,8317.77,489.28,112,425,14,0.797,At Risk,0,594.1264285714286,45.08566275924257,26786.58
160,2026-04,3,2146.8,715.6,24,60,2,0.283,Active,0,1073.4,18.860807242549978,20245.19
161,2025-03,188,112329.28,597.5,16,456,15,0.658,Active,0,7488.618666666666,32.765399737876805,245367.58
162,2026-05,3,642.15,214.05,30,30,1,0.196,Active,0,642.15,17.17032967032967,11025.93
163,2026-01,8,4314.95,539.37,15,152,5,0.65,Active,0,862.99,32.25806451612903,27838.39
164,2025-07,70,21749.05,310.7,20,334,11,0.387,Active,0,1977.1863636363635,21.376656690893544,42265.63
165,2025-06,6,1779.79,296.63,341,30,1,0.128,Churned,1,1779.79,16.046213093709884,28558.89
166,2025-10,62,20634.77,332.82,5,243,8,0.817,Active,0,2579.34625,47.66444232602478,122943.1
167,2026-03,3,1265.53,421.84,8,91,3,0.514,Active,0,421.8433333333333,25.53626149131767,10772.3
168,2025-06,23,7375.44,320.67,11,364,12,0.652,Active,0,614.62,32.38341968911917,19903.5
169,2026-01,3,877.75,292.58,22,152,5,0.168,Active,0,175.55,16.688918558077436,2929.74
170,2025-08,20,3860.62,193.03,29,304,10,0.352,Active,0,386.062,20.458265139116204,7898.16
171,2025-12,19,6623.32,348.6,18,182,6,0.421,Active,0,1103.8866666666665,22.351363433169425,24673.37
172,2025-12,60,11946.41,199.11,9,182,6,0.662,Active,0,1991.0683333333334,33.025099075297234,65755.23
173,2025-11,11,14128.89,1284.44,9,212,7,0.139,Active,0,2018.412857142857,16.21796951021732,32734.56
174,2025-04,24,4676.16,194.84,156,273,9,0.684,Dormant,1,519.5733333333333,34.530386740331494,17941.07
175,2026-05,4,377.61,94.4,22,30,1,0.178,Active,0,377.61,16.857720836142953,6365.64
176,2025-11,13,1341.75,103.21,25,212,7,0.532,Active,0,191.67857142857142,26.260504201680675,5033.58
177,2026-03,14,4377.65,312.69,5,91,3,0.105,Active,0,1459.2166666666665,15.698587127158557,22907.64
178,2025-08,50,18602.2,372.04,146,182,6,0.325,Dormant,1,3100.366666666667,19.801980198019802,61393.4
179,2025-01,22,18408.52,836.75,14,516,17,0.13,Active,0,1082.854117647059,16.077170418006432,17409.23
180,2026-05,10,4256.68,425.67,0,30,1,0.21,Active,0,4256.68,17.421602787456447,74158.19
181,2026-06,4,1943.21,485.8,0,14,1,0.539,Active,0,1943.21,26.55337227827934,51598.78
182,2026-02,2,933.74,466.87,85,60,2,0.219,At Risk,0,466.87,17.58705592683785,8210.87
183,2025-08,39,20426.76,523.76,10,303,10,0.859,Active,0,2042.676,48.0,98048.45
184,2025-12,45,28929.49,642.88,25,182,6,0.708,Active,0,4821.581666666667,36.337209302325576,175202.82
185,2025-06,77,23600.76,306.5,22,364,12,0.673,Active,0,1966.7299999999998,33.76097231600271,66398.72
186,2025-05,30,17828.77,594.29,27,395,13,0.233,Active,0,1371.4438461538462,17.850767583006068,24481.33
187,2026-04,10,4634.17,463.42,16,60,2,0.76,Active,0,2317.085,40.98360655737705,94962.5
188,2025-05,23,11758.75,511.25,30,395,13,0.205,Active,0,904.5192307692307,17.33102253032929,15676.24
189,2026-05,3,1423.44,474.48,19,30,1,0.218,Active,0,1423.44,17.568517217146873,25007.73
190,2025-11,14,3146.08,224.72,6,212,7,0.247,Active,0,449.44,18.12250815512867,8144.98
191,2026-02,18,4730.33,262.8,7,121,4,0.5,Active,0,1182.5825,25.0,29564.56
192,2025-04,5,2845.19,569.04,421,30,1,0.357,Churned,1,2845.19,20.58460271716756,58567.11
193,2026-01,16,10637.46,664.84,5,152,5,0.67,Active,0,2127.4919999999997,33.557046979865774,71392.35
194,2026-01,42,16983.35,404.37,7,151,5,0.375,Active,0,3396.6699999999996,21.05263157894737,71508.84
195,2025-01,29,8446.05,291.24,24,516,17,0.528,Active,0,496.8264705882352,26.096033402922757,12965.2
196,2026-06,1,478.54,478.54,0,27,1,0.388,New,0,478.54,21.4041095890411,10242.72
197,2025-05,13,10470.05,805.39,1,395,13,0.336,Active,0,805.3884615384615,20.064205457463885,16159.48
198,2026-02,8,1855.04,231.88,28,121,4,0.709,Active,0,463.76,36.41660597232338,16888.57
199,2026-03,7,11353.66,1621.95,16,91,3,0.397,Active,0,3784.5533333333333,21.654395842356,81952.22
200,2025-06,29,7157.96,246.83,25,364,12,0.172,Active,0,596.4966666666667,16.75603217158177,9994.92
201,2026-06,1,135.98,135.98,0,6,1,0.173,New,0,135.98,16.77289500167729,2280.78
202,2025-07,30,2671.51,89.05,7,334,11,0.898,Active,0,242.86454545454546,48.0,11657.5
203,2025-06,54,16579.3,307.02,30,364,12,0.65,Active,0,1381.6083333333333,32.25806451612903,44568.01
204,2025-11,6,6218.54,1036.42,1,212,7,0.726,Active,0,888.3628571428571,37.821482602118,33599.2
205,2026-02,4,1196.79,299.2,105,30,1,0.234,At Risk,0,1196.79,17.8699070764832,21386.53
206,2026-05,2,596.29,298.14,18,30,1,0.333,New,0,596.29,19.99200319872051,11921.03
207,2025-03,97,53862.45,555.28,28,456,15,0.291,Active,0,3590.83,19.033117624666918,68344.69
208,2025-01,16,16200.35,1012.52,157,364,12,0.365,Dormant,1,1350.0291666666667,20.790020790020787,28067.13
209,2026-02,5,2864.86,572.97,21,121,4,0.19,Active,0,716.215,17.064846416382252,12222.1
210,2026-05,2,1053.47,526.74,10,30,1,0.269,New,0,1053.47,18.56665428889714,19559.41
211,2025-07,35,26846.38,767.04,19,334,11,0.356,Active,0,2440.58,20.559210526315788,50176.4
212,2025-01,68,61034.18,897.56,16,516,17,0.431,Active,0,3590.2458823529414,22.655188038060718,81337.7
213,2025-02,44,16899.81,384.09,18,486,16,0.131,Active,0,1056.238125,16.0926939169617,16997.72
214,2025-02,6,2740.24,456.71,406,91,3,0.334,Churned,1,913.4133333333333,20.0160128102482,18282.89
215,2025-04,1,273.5,273.5,147,304,10,0.307,Dormant,1,27.35,19.387359441644048,530.24
216,2025-05,44,21251.72,482.99,97,304,10,0.087,At Risk,0,2125.172,15.436863229391786,32805.99
217,2025-11,3,2671.46,890.49,27,212,7,0.232,Active,0,381.63714285714286,17.83166904422254,6805.23
218,2025-04,8,6610.95,826.37,143,304,10,0.335,Dormant,1,661.095,20.04008016032064,13248.4
219,2025-09,18,4984.17,276.9,17,273,9,0.446,Active,0,553.7966666666666,23.12673450508788,12807.51
220,2026-06,1,338.83,338.83,0,17,1,0.307,New,0,338.83,19.387359441644048,6569.02
221,2026-01,20,7719.57,385.98,22,152,5,0.536,Active,0,1543.914,26.427061310782243,40801.11
222,2025-01,8,8257.81,1032.23,319,212,7,0.315,Churned,1,1179.6871428571428,19.569471624266143,23085.85
223,2025-07,26,13073.5,502.83,23,334,11,0.288,Active,0,1188.5,18.968133535660094,22543.63
224,2026-01,17,12506.3,735.66,16,152,5,0.336,Active,0,2501.2599999999998,20.064205457463885,50185.79
225,2025-11,3,635.2,211.73,132,91,3,0.323,Dormant,1,211.73333333333335,19.755037534571315,4182.8
226,2025-06,21,4806.7,228.89,15,364,12,0.487,Active,0,400.55833333333334,24.52182442373713,9822.42
227,2025-07,4,2138.42,534.6,9,334,11,0.162,Active,0,194.4018181818182,16.5892501658925,3224.98
228,2025-06,33,28455.52,862.29,16,364,12,0.402,Active,0,2371.2933333333335,21.795989537925024,51684.68
229,2026-02,18,7237.92,402.11,10,121,4,0.709,Active,0,1809.48,36.41660597232338,65895.12
230,2026-03,4,1279.49,319.87,31,60,2,0.393,Active,0,639.745,21.542438604049977,13781.67
231,2025-01,13,8865.57,681.97,26,516,17,0.274,Active,0,521.5041176470588,18.670649738610905,9736.82
232,2026-03,2,893.28,446.64,84,30,1,0.123,At Risk,0,893.28,15.969338869370809,14265.09
233,2025-11,7,5823.19,831.88,15,212,7,0.112,Active,0,831.8842857142856,15.802781289506953,13146.09
234,2025-10,11,6215.4,565.04,16,243,8,0.549,Active,0,776.925,26.983270372369134,20963.98
235,2025-11,8,4814.71,601.84,16,212,7,0.113,Active,0,687.8157142857143,15.817779183802594,10879.72
236,2025-06,6,3306.45,551.07,176,212,7,0.173,Dormant,1,472.34999999999997,16.77289500167729,7922.68
237,2025-02,6,1085.27,180.88,332,182,6,0.526,Churned,1,180.87833333333333,26.01456815816858,4705.47
238,2025-05,50,35599.78,712.0,5,395,13,0.531,Active,0,2738.444615384615,26.219192448872576,71799.81
239,2026-02,5,2036.9,407.38,12,121,4,0.429,Active,0,509.225,22.593764121102577,11505.31
240,2026-03,10,1872.39,187.24,20,91,3,0.398,Active,0,624.13,21.682567215958368,13532.74
241,2025-12,7,1797.31,256.76,21,182,6,0.464,Active,0,299.5516666666667,23.719165085388994,7105.12
242,2025-11,3,3188.42,1062.81,143,91,3,0.423,Dormant,1,1062.8066666666666,22.411474675033617,23819.06
243,2026-05,3,1156.11,385.37,2,30,1,0.372,Active,0,1156.11,20.973154362416107,24247.27
244,2026-01,6,3074.91,512.48,16,152,5,0.607,Active,0,614.982,29.779630732578916,18313.94
245,2025-04,23,18935.45,823.28,19,425,14,0.371,Active,0,1352.5321428571428,20.94679514034353,28331.21
246,2026-01,1,199.97,199.97,23,152,5,0.277,New,0,39.994,18.733608092918697,749.23
247,2025-08,5,1367.9,273.58,13,303,10,0.13,Active,0,136.79000000000002,16.077170418006432,2199.2
248,2025-08,16,6121.96,382.62,15,303,10,0.543,Active,0,612.196,26.723677177979695,16360.13
249,2026-04,5,3186.69,637.34,18,60,2,0.414,Active,0,1593.345,22.143489813994684,35282.22
250,2026-06,2,1027.09,513.54,0,10,1,0.441,New,0,1027.09,22.96738631143776,23589.57
251,2026-05,2,1727.51,863.76,6,30,1,0.706,New,0,1727.51,36.1794500723589,62500.36
252,2025-07,42,9786.81,233.02,20,334,11,0.331,Active,0,889.7099999999999,19.94415636218588,17744.52
253,2026-01,21,12883.57,613.5,23,152,5,0.522,Active,0,2576.714,25.853154084798344,66616.18
254,2025-09,9,6988.33,776.48,24,273,9,0.056,Active,0,776.4811111111111,15.006002400960385,11651.88
255,2025-07,34,7183.42,211.28,21,334,11,0.156,Active,0,653.0381818181818,16.49076517150396,10769.1
256,2026-01,4,1660.01,415.0,19,152,5,0.07,Active,0,332.002,15.197568389057752,5045.62
257,2026-02,2,403.12,201.56,114,30,1,0.394,At Risk,0,403.12,21.570319240724764,8695.43
258,2025-09,56,44986.83,803.34,14,273,9,0.535,Active,0,4998.536666666667,26.385224274406337,131887.51
259,2025-09,9,4724.95,524.99,27,273,9,0.199,Active,0,524.9944444444444,17.22356183258698,9042.27
260,2025-12,25,22777.41,911.1,7,182,6,0.323,Active,0,3796.235,19.755037534571315,74994.76
261,2025-10,10,7515.99,751.6,14,243,8,0.562,Active,0,939.49875,27.563395810363843,25895.78
262,2026-02,20,5398.34,269.92,13,121,4,0.314,Active,0,1349.585,19.546520719311964,26379.69
263,2026-01,19,4551.07,239.53,29,151,5,0.376,Active,0,910.2139999999999,21.079258010118043,19186.64
