customer_id,orders,total_spend,avg_order_value,return_rate,n_provinces,avg_discount,max_qty,is_fraud,iso_flag,flag_return_abuse,flag_velocity,flag_multi_province,risk_score
71,13,20675.21,1590.4007692307691,0.0,4,5.769230769230769,3,0,1,0,0,0,1
72,19,9155.89,481.88894736842104,0.0,5,2.6315789473684212,4,0,0,0,0,0,0
73,15,9290.16,619.3439999999999,0.0,3,3.0,2,0,0,0,0,0,0
74,14,8383.91,598.8507142857143,0.2857142857142857,2,1.7857142857142858,2,0,0,0,0,0,0
75,8,8239.3,1029.9125,0.0,3,6.25,5,0,0,0,0,0,0
76,14,8664.65,618.9035714285714,0.0,3,3.5714285714285716,3,0,0,0,0,0,0
77,17,8920.48,524.7341176470588,0.058823529411764705,4,5.0,6,0,0,0,0,0,0
78,13,6290.36,483.8738461538461,0.15384615384615385,3,4.230769230769231,4,0,0,0,0,0,0
79,8,5978.79,747.34875,0.0,2,6.25,3,0,0,0,0,0,0
80,19,9669.95,508.9447368421053,0.15789473684210525,2,5.526315789473684,3,0,0,0,0,0,0
81,19,9700.0,510.5263157894737,0.05263157894736842,2,5.0,3,0,0,0,0,0,0
82,8,4445.1,555.6375,0.125,4,3.75,3,0,0,0,0,0,0
83,16,9661.41,603.838125,0.0625,2,4.0625,3,0,0,0,0,0,0
84,11,4550.54,413.68545454545455,0.0,3,2.727272727272727,3,0,0,0,0,0,0
85,12,5947.9800000000005,495.665,0.0,2,5.0,2,0,0,0,0,0,0
86,19,10280.82,541.0957894736842,0.15789473684210525,4,4.2105263157894735,4,0,0,0,0,0,0
87,18,13638.99,757.7216666666667,0.05555555555555555,3,3.3333333333333335,4,0,0,0,0,0,0
88,11,7842.89,712.99,0.0,3,0.45454545454545453,1,0,0,0,0,0,0
89,6,3732.91,622.1516666666666,0.0,3,3.3333333333333335,3,0,0,0,0,0,0
90,13,6881.47,529.3438461538461,0.07692307692307693,3,5.0,3,0,0,0,0,0,0
91,16,7677.79,479.861875,0.125,4,4.375,2,0,0,0,0,0,0
92,12,5945.570000000001,495.4641666666667,0.08333333333333333,4,2.5,2,0,0,0,0,0,0
93,12,4572.81,381.06750000000005,0.0,1,5.833333333333333,3,0,0,0,0,0,0
94,9,9075.03,1008.3366666666667,0.0,2,6.111111111111111,5,0,0,0,0,0,0
95,19,17434.39,917.5994736842105,0.05263157894736842,3,3.4210526315789473,3,0,0,0,0,0,0
96,16,9189.99,574.374375,0.1875,3,5.0,4,0,0,0,0,0,0
97,11,13197.39,1199.7627272727273,0.09090909090909091,2,9.545454545454545,5,0,0,0,0,0,0
98,7,3534.48,504.92571428571426,0.14285714285714285,3,3.5714285714285716,2,0,0,0,0,0,0
99,13,7192.150000000001,553.2423076923077,0.07692307692307693,4,4.615384615384615,3,0,0,0,0,0,0
100,15,7369.48,491.29866666666663,0.0,4,4.666666666666667,2,0,0,0,0,0,0
101,14,10571.53,755.1092857142858,0.14285714285714285,2,1.7857142857142858,2,0,0,0,0,0,0
102,15,8785.19,585.6793333333334,0.13333333333333333,3,3.6666666666666665,3,0,0,0,0,0,0
103,9,5261.55,584.6166666666667,0.1111111111111111,3,5.0,4,0,0,0,0,0,0
104,10,4976.23,497.62299999999993,0.0,1,0.5,2,0,0,0,0,0,0
105,16,10401.97,650.123125,0.0625,1,2.5,2,0,0,0,0,0,0
106,9,5322.13,591.3477777777778,0.1111111111111111,4,2.7777777777777777,2,0,0,0,0,0,0
107,7,3264.59,466.37,0.0,2,7.142857142857143,2,0,0,0,0,0,0
108,19,11079.27,583.1194736842106,0.05263157894736842,5,3.6842105263157894,6,0,0,0,0,0,0
109,8,3619.74,452.4675,0.0,2,11.25,3,0,0,0,0,0,0
110,16,13560.56,847.535,0.125,3,1.25,3,0,0,0,0,0,0
111,10,4615.15,461.515,0.3,1,5.0,3,0,0,0,0,0,0
112,13,8675.14,667.3184615384615,0.07692307692307693,3,5.0,4,0,0,0,0,0,0
113,8,6269.88,783.735,0.25,1,1.875,2,0,0,0,0,0,0
114,11,6477.33,588.8481818181818,0.0,3,5.454545454545454,3,0,0,0,0,0,0
115,12,6217.09,518.0908333333333,0.08333333333333333,1,7.083333333333333,2,0,0,0,0,0,0
116,16,15757.960000000001,984.8725000000001,0.0,1,3.125,2,0,0,0,0,0,0
117,19,13814.28,727.0673684210527,0.10526315789473684,3,7.368421052631579,4,0,0,0,0,0,0
118,6,3970.6,661.7666666666667,0.16666666666666666,2,5.0,2,0,0,0,0,0,0
119,12,11574.36,964.5300000000001,0.16666666666666666,1,2.9166666666666665,1,0,0,0,0,0,0
120,14,6998.9400000000005,499.92428571428576,0.14285714285714285,4,2.5,2,0,0,0,0,0,0
121,6,2522.25,420.375,0.3333333333333333,2,1.6666666666666667,1,0,0,1,0,0,1
122,11,14751.8,1341.0727272727272,0.09090909090909091,1,3.6363636363636362,2,0,0,0,0,0,0
123,19,9244.08,486.5305263157895,0.15789473684210525,2,6.578947368421052,2,0,0,0,0,0,0
124,6,5379.27,896.5450000000001,0.16666666666666666,2,3.3333333333333335,2,0,0,0,0,0,0
125,8,3161.83,395.22875,0.0,1,2.5,2,0,0,0,0,0,0
126,9,5427.1,603.0111111111112,0.2222222222222222,2,6.666666666666667,3,0,0,0,0,0,0
127,15,16875.93,1125.0620000000001,0.0,1,4.0,4,0,0,0,0,0,0
128,7,5360.87,765.8385714285714,0.0,2,2.857142857142857,3,0,0,0,0,0,0
129,12,6000.139999999999,500.0116666666666,0.08333333333333333,2,4.583333333333333,2,0,0,0,0,0,0
130,14,7816.28,558.3057142857143,0.07142857142857142,3,3.5714285714285716,5,0,0,0,0,0,0
131,6,4100.68,683.4466666666667,0.0,1,7.5,4,0,0,0,0,0,0
132,6,3445.79,574.2983333333333,0.0,1,0.0,2,0,0,0,0,0,0
133,15,8137.08,542.472,0.0,3,4.333333333333333,4,0,0,0,0,0,0
134,16,8041.75,502.609375,0.0625,4,4.375,3,0,0,0,0,0,0
135,19,13601.34,715.86,0.05263157894736842,3,4.2105263157894735,3,0,0,0,0,0,0
136,7,3049.26,435.60857142857145,0.14285714285714285,2,2.142857142857143,2,0,0,0,0,0,0
137,19,11469.89,603.6784210526315,0.10526315789473684,2,2.6315789473684212,4,0,0,0,0,0,0
138,7,3080.37,440.05285714285714,0.0,1,4.285714285714286,2,0,0,0,0,0,0
139,17,8353.64,491.3905882352941,0.058823529411764705,3,3.5294117647058822,3,0,0,0,0,0,0
140,12,8358.33,696.5275,0.08333333333333333,2,5.416666666666667,3,0,0,0,0,0,0
141,6,3411.5299999999997,568.5883333333333,0.0,2,3.3333333333333335,2,0,0,0,0,0,0
142,7,2956.41,422.3442857142857,0.0,1,5.0,4,0,0,0,0,0,0
143,10,4515.15,451.515,0.0,3,3.0,2,0,0,0,0,0,0
144,17,12030.16,707.6564705882353,0.0,2,4.411764705882353,4,0,0,0,0,0,0
145,14,7208.0599999999995,514.8614285714285,0.2857142857142857,3,1.4285714285714286,3,0,0,0,0,0,0
146,10,7621.42,762.142,0.2,2,4.0,3,0,0,0,0,0,0
147,12,7631.23,635.9358333333333,0.08333333333333333,3,7.5,2,0,0,0,0,0,0
148,8,4993.96,624.245,0.125,2,3.75,2,0,0,0,0,0,0
149,14,6998.18,499.87,0.07142857142857142,3,2.857142857142857,2,0,0,0,0,0,0
150,14,11182.16,798.7257142857143,0.07142857142857142,3,7.142857142857143,2,0,0,0,0,0,0
151,6,4494.8,749.1333333333333,0.0,1,6.666666666666667,2,0,0,0,0,0,0
152,16,13669.63,854.351875,0.0,3,4.375,2,0,0,0,0,0,0
153,17,12481.39,734.1994117647058,0.17647058823529413,3,5.882352941176471,3,0,0,0,0,0,0
154,16,9352.1,584.50625,0.1875,2,2.1875,2,0,0,0,0,0,0
155,7,3310.8100000000004,472.9728571428572,0.14285714285714285,1,2.857142857142857,2,0,0,0,0,0,0
156,13,15830.74,1217.7492307692307,0.15384615384615385,1,5.0,3,0,0,0,0,0,0
157,11,7028.25,638.9318181818181,0.09090909090909091,1,1.8181818181818181,3,0,0,0,0,0,0
158,13,7066.34,543.5646153846154,0.23076923076923078,3,5.769230769230769,2,0,0,0,0,0,0
159,15,8983.71,598.914,0.13333333333333333,2,4.333333333333333,2,0,0,0,0,0,0
160,9,7125.4400000000005,791.7155555555556,0.1111111111111111,2,5.555555555555555,2,0,0,0,0,0,0
161,19,9768.02,514.1063157894737,0.05263157894736842,5,6.052631578947368,4,0,0,0,0,0,0
162,19,9565.220000000001,503.43263157894745,0.05263157894736842,3,3.1578947368421053,2,0,0,0,0,0,0
163,19,12040.22,633.6957894736842,0.10526315789473684,3,6.578947368421052,3,0,0,0,0,0,0
164,10,4962.96,496.296,0.1,2,1.5,3,0,0,0,0,0,0
165,14,6154.03,439.5735714285714,0.0,2,3.5714285714285716,3,0,0,0,0,0,0
166,15,7843.03,522.8686666666666,0.0,2,4.0,4,0,0,0,0,0,0
167,8,3658.73,457.34125,0.125,2,3.75,3,0,0,0,0,0,0
168,19,13307.15,700.3763157894737,0.05263157894736842,5,4.7368421052631575,4,0,0,0,0,0,0
169,16,8174.16,510.885,0.25,3,5.0,3,0,0,0,0,0,0
170,15,6994.3,466.2866666666667,0.06666666666666667,2,6.0,4,0,0,0,0,0,0
171,12,4093.98,341.165,0.25,3,3.3333333333333335,2,0,0,0,0,0,0
172,18,8791.92,488.44,0.1111111111111111,5,4.444444444444445,4,0,0,0,0,0,0
173,10,5235.96,523.596,0.0,1,6.5,3,0,0,0,0,0,0
174,18,9390.43,521.6905555555555,0.2777777777777778,3,1.3888888888888888,3,0,0,0,0,0,0
175,14,8192.23,585.1592857142857,0.14285714285714285,2,5.714285714285714,3,0,0,0,0,0,0
176,13,11683.18,898.7061538461538,0.15384615384615385,2,4.230769230769231,2,0,0,0,0,0,0
177,6,4095.45,682.5749999999999,0.0,2,5.0,4,0,0,0,0,0,0
178,11,7747.22,704.2927272727273,0.09090909090909091,1,2.727272727272727,3,0,0,0,0,0,0
179,12,7319.46,609.955,0.08333333333333333,2,1.6666666666666667,2,0,0,0,0,0,0
180,9,3678.16,408.6844444444444,0.1111111111111111,3,5.0,4,0,0,0,0,0,0
181,15,12547.45,836.4966666666667,0.13333333333333333,3,7.0,3,0,0,0,0,0,0
182,12,5814.95,484.57916666666665,0.0,3,5.0,2,0,0,0,0,0,0
183,12,5793.76,482.81333333333333,0.16666666666666666,2,5.833333333333333,3,0,0,0,0,0,0
184,17,8688.98,511.11647058823525,0.0,2,7.647058823529412,3,0,0,0,0,0,0
185,12,5580.42,465.035,0.0,2,5.0,3,0,0,0,0,0,0
186,14,10680.44,762.8885714285715,0.07142857142857142,4,2.857142857142857,4,0,0,0,0,0,0
187,8,5522.67,690.33375,0.125,2,0.0,2,0,0,0,0,0,0
188,19,16616.579999999998,874.5568421052631,0.05263157894736842,4,1.3157894736842106,3,0,0,0,0,0,0
189,10,13882.65,1388.2649999999999,0.0,2,2.0,2,0,0,0,0,0,0
190,11,6002.36,545.6690909090909,0.0,4,2.727272727272727,2,0,0,0,0,0,0
191,18,14402.64,800.1466666666666,0.1111111111111111,2,1.9444444444444444,2,0,0,0,0,0,0
192,10,6540.13,654.013,0.2,4,5.5,4,0,0,0,0,0,0
193,17,10641.58,625.9752941176471,0.058823529411764705,2,4.705882352941177,3,0,0,0,0,0,0
194,12,8516.5,709.7083333333334,0.16666666666666666,4,5.416666666666667,3,0,0,0,0,0,0
195,12,7946.63,662.2191666666666,0.08333333333333333,3,3.75,2,0,0,0,0,0,0
196,6,3611.74,601.9566666666666,0.0,1,5.833333333333333,3,0,0,0,0,0,0
197,7,3351.75,478.82142857142856,0.0,2,1.4285714285714286,3,0,0,0,0,0,0
198,9,5761.25,640.1388888888889,0.1111111111111111,3,5.555555555555555,2,0,0,0,0,0,0
199,7,5079.110000000001,725.5871428571429,0.2857142857142857,2,0.0,2,0,0,0,0,0,0
200,9,4759.11,528.79,0.2222222222222222,1,3.3333333333333335,2,0,0,0,0,0,0
201,9,7903.74,878.1933333333333,0.0,2,3.888888888888889,4,0,0,0,0,0,0
202,14,7343.3099999999995,524.5221428571429,0.07142857142857142,4,1.7857142857142858,2,0,0,0,0,0,0
203,9,6019.37,668.8188888888889,0.1111111111111111,2,1.1111111111111112,2,0,0,0,0,0,0
204,18,6797.59,377.6438888888889,0.16666666666666666,3,5.833333333333333,2,0,0,0,0,0,0
205,14,11286.8,806.1999999999999,0.07142857142857142,1,3.2142857142857144,3,0,0,0,0,0,0
206,7,7313.03,1044.7185714285713,0.14285714285714285,1,2.142857142857143,2,0,0,0,0,0,0
207,13,6337.13,487.47153846153844,0.15384615384615385,3,3.076923076923077,5,0,0,0,0,0,0
208,12,7368.97,614.0808333333333,0.0,4,5.0,3,0,0,0,0,0,0
209,15,11714.400000000001,780.9600000000002,0.06666666666666667,3,5.0,3,0,0,0,0,0,0
210,8,7015.46,876.9325,0.0,4,3.75,3,0,0,0,0,0,0
211,7,3519.97,502.8528571428571,0.14285714285714285,1,2.857142857142857,2,0,0,0,0,0,0
212,6,3355.2599999999998,559.2099999999999,0.3333333333333333,1,8.333333333333334,2,0,0,1,0,0,1
213,15,8240.199999999999,549.3466666666666,0.26666666666666666,2,1.3333333333333333,2,0,0,0,0,0,0
214,7,3474.37,496.3385714285714,0.0,2,5.714285714285714,3,0,0,0,0,0,0
215,18,12669.279999999999,703.8488888888888,0.05555555555555555,4,5.0,3,0,0,0,0,0,0
216,16,11924.23,745.264375,0.0625,3,7.5,3,0,0,0,0,0,0
217,7,2674.2,382.0285714285714,0.14285714285714285,4,7.142857142857143,2,0,0,0,0,0,0
218,8,5743.14,717.8925,0.125,3,4.375,2,0,0,0,0,0,0
219,11,8073.85,733.9863636363636,0.18181818181818182,2,2.727272727272727,2,0,0,0,0,0,0
220,9,4450.05,494.45000000000005,0.1111111111111111,1,5.0,3,0,0,0,0,0,0
221,19,11232.98,591.2094736842105,0.05263157894736842,1,3.4210526315789473,3,0,0,0,0,0,0
222,9,5609.11,623.2344444444444,0.2222222222222222,1,3.3333333333333335,2,0,0,0,0,0,0
223,10,5763.07,576.307,0.2,1,4.5,3,0,0,0,0,0,0
224,12,4103.96,341.99666666666667,0.08333333333333333,2,4.583333333333333,2,0,0,0,0,0,0
225,16,8024.13,501.508125,0.1875,2,4.0625,2,0,0,0,0,0,0
226,18,13668.19,759.343888888889,0.16666666666666666,6,7.777777777777778,4,0,0,0,0,1,1
227,14,6224.29,444.59214285714285,0.0,2,3.5714285714285716,3,0,0,0,0,0,0
228,7,2966.6,423.8,0.0,2,7.142857142857143,2,0,0,0,0,0,0
229,11,5739.18,521.7436363636364,0.18181818181818182,2,4.545454545454546,2,0,0,0,0,0,0
230,15,10138.78,675.9186666666667,0.13333333333333333,2,3.0,3,0,0,0,0,0,0
231,19,16123.31,848.5952631578947,0.15789473684210525,3,6.842105263157895,2,0,0,0,0,0,0
232,14,7308.81,522.0578571428572,0.0,1,5.357142857142857,4,0,0,0,0,0,0
233,18,10466.880000000001,581.4933333333333,0.5,9,3.3333333333333335,5,1,1,1,0,1,3
234,18,13005.369999999999,722.5205555555555,0.2777777777777778,1,3.3333333333333335,4,0,0,0,0,0,0
235,11,5406.14,491.46727272727276,0.09090909090909091,3,8.636363636363637,2,0,0,0,0,0,0
236,8,4061.08,507.635,0.125,3,6.875,3,0,0,0,0,0,0
237,15,7085.29,472.35266666666666,0.13333333333333333,3,3.0,2,0,0,0,0,0,0
238,10,4513.25,451.325,0.1,2,6.5,2,0,0,0,0,0,0
239,15,5472.93,364.862,0.0,4,6.333333333333333,2,0,0,0,0,0,0
240,10,10052.78,1005.278,0.0,1,6.5,3,0,0,0,0,0,0
241,7,2735.29,390.7557142857143,0.0,2,2.142857142857143,3,0,0,0,0,0,0
242,15,10430.9,695.3933333333333,0.2,2,3.0,4,0,0,0,0,0,0
243,19,8589.86,452.09789473684214,0.10526315789473684,4,3.9473684210526314,2,0,0,0,0,0,0
244,16,9556.380000000001,597.2737500000001,0.25,1,4.0625,3,0,0,0,0,0,0
245,17,12742.47,749.5570588235294,0.17647058823529413,3,5.294117647058823,3,0,0,0,0,0,0
246,11,4497.12,408.8290909090909,0.0,1,0.9090909090909091,3,0,0,0,0,0,0
247,11,6555.28,595.9345454545454,0.0,1,1.8181818181818181,3,0,0,0,0,0,0
248,15,9325.41,621.694,0.06666666666666667,5,4.0,3,0,0,0,0,0,0
249,17,8036.43,472.73117647058825,0.0,3,2.6470588235294117,6,0,0,0,0,0,0
250,12,7735.110000000001,644.5925000000001,0.16666666666666666,3,3.3333333333333335,2,0,0,0,0,0,0
251,16,7061.52,441.345,0.0625,4,4.6875,4,0,0,0,0,0,0
252,13,9004.34,692.6415384615385,0.15384615384615385,2,5.384615384615385,4,0,0,0,0,0,0
253,17,11329.84,666.4611764705883,0.11764705882352941,2,4.705882352941177,2,0,0,0,0,0,0
254,13,8646.32,665.1015384615384,0.0,3,3.8461538461538463,3,0,0,0,0,0,0
255,9,3809.79,423.31,0.0,2,6.111111111111111,3,0,0,0,0,0,0
256,19,13483.15,709.6394736842105,0.10526315789473684,2,4.2105263157894735,2,0,0,0,0,0,0
257,14,9047.69,646.2635714285715,0.0,2,6.071428571428571,2,0,0,0,0,0,0
258,19,12082.789999999999,635.9363157894736,0.15789473684210525,2,6.052631578947368,3,0,0,0,0,0,0
259,7,3370.5299999999997,481.5042857142857,0.0,2,4.285714285714286,2,0,0,0,0,0,0
260,6,2737.2,456.2,0.16666666666666666,1,2.5,2,0,0,0,0,0,0
261,9,6274.17,697.13,0.0,2,1.1111111111111112,4,0,0,0,0,0,0
262,19,12871.92,677.4694736842106,0.0,2,4.7368421052631575,3,0,0,0,0,0,0
263,6,3117.56,519.5933333333334,0.16666666666666666,2,7.5,3,0,0,0,0,0,0
264,10,5226.82,522.682,0.0,4,7.5,3,0,0,0,0,0,0
265,18,9155.42,508.63444444444445,0.05555555555555555,6,2.5,4,0,0,0,0,1,1
266,18,7681.72,426.76222222222225,0.0,5,3.888888888888889,3,0,0,0,0,0,0
267,14,20949.699999999997,1496.4071428571426,0.07142857142857142,3,9.642857142857142,5,0,1,0,0,0,1
268,18,17166.95,953.7194444444444,0.2222222222222222,3,2.5,3,0,0,0,0,0,0
269,15,9245.47,616.3646666666666,0.06666666666666667,3,4.666666666666667,3,0,0,0,0,0,0
270,11,5401.12,491.0109090909091,0.18181818181818182,2,3.1818181818181817,2,0,0,0,0,0,0
271,7,3130.69,447.24142857142857,0.0,2,6.428571428571429,4,0,0,0,0,0,0
272,6,4670.75,778.4583333333334,0.0,2,4.166666666666667,3,0,0,0,0,0,0
273,19,9804.02,516.001052631579,0.05263157894736842,3,5.7894736842105265,3,0,0,0,0,0,0
274,17,13525.2,795.6,0.11764705882352941,1,6.764705882352941,3,0,0,0,0,0,0
275,15,9138.92,609.2613333333334,0.06666666666666667,5,2.3333333333333335,3,0,0,0,0,0,0
276,9,5520.26,613.3622222222223,0.0,3,3.3333333333333335,4,0,0,0,0,0,0
277,15,8865.51,591.034,0.2,3,4.0,3,0,0,0,0,0,0
278,17,8684.71,510.865294117647,0.058823529411764705,2,5.0,2,0,0,0,0,0,0
279,10,8896.29,889.6290000000001,0.3,4,2.0,3,0,0,0,0,0,0
280,10,6808.78,680.8779999999999,0.1,1,6.0,3,0,0,0,0,0,0
281,14,9563.29,683.0921428571429,0.07142857142857142,1,4.642857142857143,3,0,0,0,0,0,0
282,10,5834.62,583.462,0.1,2,3.0,3,0,0,0,0,0,0
283,18,10678.41,593.245,0.0,3,3.888888888888889,3,0,0,0,0,0,0
284,14,6958.37,497.02642857142854,0.07142857142857142,3,3.5714285714285716,2,0,0,0,0,0,0
285,16,11152.56,697.035,0.125,3,6.25,6,0,0,0,0,0,0
286,8,7659.28,957.41,0.0,1,5.625,2,0,0,0,0,0,0
287,8,3877.0299999999997,484.62874999999997,0.0,2,5.0,3,0,0,0,0,0,0
288,15,10547.89,703.1926666666666,0.0,3,5.333333333333333,3,0,0,0,0,0,0
289,10,4601.17,460.117,0.1,3,7.0,3,0,0,0,0,0,0
290,18,8561.05,475.6138888888888,0.05555555555555555,3,3.0555555555555554,3,0,0,0,0,0,0
291,12,4541.81,378.4841666666667,0.16666666666666666,1,2.9166666666666665,2,0,0,0,0,0,0
292,14,9140.25,652.875,0.0,2,6.785714285714286,2,0,0,0,0,0,0
293,14,6115.29,436.80642857142857,0.07142857142857142,1,6.785714285714286,4,0,0,0,0,0,0
294,7,4472.79,638.97,0.14285714285714285,1,4.285714285714286,2,0,0,0,0,0,0
295,17,9836.619999999999,578.6247058823528,0.0,5,5.588235294117647,3,0,0,0,0,0,0
296,16,5899.43,368.714375,0.125,2,3.4375,2,0,0,0,0,0,0
297,19,14210.16,747.9031578947369,0.15789473684210525,1,2.6315789473684212,3,0,0,0,0,0,0
298,16,16286.2,1017.8875,0.125,2,4.0625,2,0,0,0,0,0,0
299,9,4340.7,482.29999999999995,0.0,3,3.3333333333333335,2,0,0,0,0,0,0
